,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,total
81,male,group D,master's degree,standard,,married,regularly,yes,4,private,< 5,66,63,67,196
82,female,group D,bachelor's degree,standard,completed,married,regularly,yes,2,school_bus,05-Oct,87,97,100,284
84,female,group D,associate's degree,standard,none,married,never,no,3,school_bus,,66,76,69,211
86,female,,some college,free/reduced,completed,single,regularly,yes,0,private,05-Oct,82,95,100,277
87,male,group E,some college,standard,none,married,regularly,yes,1,private,> 10,79,72,66,217
88,female,group B,some high school,free/reduced,none,divorced,regularly,yes,1,private,> 10,47,70,59,176
89,male,,high school,standard,completed,divorced,sometimes,yes,1,school_bus,< 5,90,84,83,257
90,female,group D,some high school,standard,none,,sometimes,yes,2,private,< 5,51,57,58,166
91,female,group A,some high school,standard,none,married,never,yes,2,school_bus,05-Oct,67,84,78,229
92,female,group B,high school,standard,none,married,regularly,no,2,school_bus,05-Oct,72,84,77,233
93,male,group B,bachelor's degree,free/reduced,none,,regularly,yes,2,school_bus,> 10,63,55,53,171
94,male,group C,associate's degree,standard,completed,divorced,regularly,yes,0,school_bus,< 5,64,63,60,187
95,male,group E,some high school,free/reduced,none,divorced,regularly,yes,1,school_bus,05-Oct,38,44,37,119
96,female,group E,some college,standard,completed,,sometimes,no,1,,05-Oct,81,78,82,241
98,male,group D,some college,standard,none,single,sometimes,yes,0,private,05-Oct,56,56,55,167
99,male,group E,some college,standard,completed,divorced,regularly,yes,3,school_bus,05-Oct,77,60,62,199
100,male,group D,,standard,none,married,sometimes,yes,0,private,05-Oct,84,79,86,249
101,female,group D,bachelor's degree,standard,none,divorced,sometimes,yes,1,private,> 10,67,68,74,209
102,female,group E,high school,standard,completed,married,sometimes,,3,school_bus,< 5,74,73,77,224
103,female,,some college,standard,none,single,regularly,yes,3,private,05-Oct,60,62,66,188
104,female,group D,master's degree,standard,completed,married,sometimes,yes,1,private,< 5,70,92,89,251
105,female,group E,some college,standard,none,married,regularly,yes,1,private,05-Oct,91,100,95,286
107,female,group C,associate's degree,standard,none,married,sometimes,yes,2,,05-Oct,61,77,75,213
108,male,,associate's degree,standard,none,divorced,sometimes,yes,3,school_bus,05-Oct,54,46,47,147
109,female,group C,some college,standard,completed,divorced,sometimes,yes,4,school_bus,05-Oct,70,81,79,230
110,male,group B,,standard,none,married,sometimes,no,4,private,05-Oct,76,72,72,220
111,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2,private,> 10,72,75,77,224
112,female,group C,,standard,none,married,regularly,yes,1,private,,76,84,90,250
113,male,group C,some college,free/reduced,none,single,sometimes,no,2,private,> 10,57,57,49,163
114,female,group B,high school,free/reduced,none,married,sometimes,yes,4,school_bus,> 10,44,48,43,135
115,female,group D,some high school,standard,completed,single,regularly,yes,3,private,> 10,78,83,86,247
116,female,group D,some high school,free/reduced,none,single,sometimes,yes,2,private,< 5,51,57,61,169
117,female,group D,bachelor's degree,free/reduced,none,divorced,sometimes,no,2,school_bus,05-Oct,54,64,65,183
118,female,group C,master's degree,standard,none,single,regularly,yes,3,school_bus,< 5,83,97,92,272
119,male,group C,high school,standard,none,single,regularly,yes,2,school_bus,< 5,75,68,67,210
120,male,group C,master's degree,standard,completed,single,sometimes,yes,2,private,05-Oct,97,98,93,288
121,male,group C,bachelor's degree,standard,completed,divorced,sometimes,no,5,school_bus,05-Oct,88,90,86,264
122,male,group C,bachelor's degree,standard,none,married,sometimes,yes,2,school_bus,< 5,80,81,73,234
123,male,group C,some high school,standard,completed,single,sometimes,no,1,school_bus,05-Oct,88,81,78,247
124,female,group C,bachelor's degree,standard,completed,divorced,regularly,yes,3,private,< 5,90,97,99,286
125,female,group C,bachelor's degree,standard,completed,married,sometimes,no,3,private,< 5,73,87,89,249
126,male,group C,some college,free/reduced,completed,married,regularly,yes,1,school_bus,> 10,81,72,76,229
127,male,group D,some high school,standard,none,married,sometimes,yes,5,private,05-Oct,59,44,40,143
128,female,group B,some college,free/reduced,completed,single,never,yes,2,private,05-Oct,35,61,54,150
129,male,group D,associate's degree,standard,completed,single,never,no,2,school_bus,05-Oct,82,74,72,228
130,female,group A,high school,standard,none,divorced,regularly,yes,3,,05-Oct,76,86,85,247
131,male,group B,,standard,completed,single,regularly,yes,1,private,> 10,73,64,73,210
132,female,group B,high school,standard,completed,divorced,sometimes,yes,1,,05-Oct,56,55,61,172
133,male,group C,some high school,free/reduced,none,divorced,sometimes,no,2,school_bus,05-Oct,59,63,57,179
134,female,group D,high school,standard,none,single,sometimes,yes,2,school_bus,< 5,64,81,77,222
135,male,group D,associate's degree,free/reduced,none,divorced,never,yes,1,school_bus,05-Oct,73,66,64,203
136,female,group C,master's degree,standard,none,divorced,sometimes,yes,1,school_bus,05-Oct,62,69,73,204
137,female,group C,some college,standard,none,single,regularly,yes,2,school_bus,05-Oct,49,69,67,185
138,male,group D,some college,standard,none,single,never,yes,1,private,05-Oct,65,58,59,182
139,female,group A,some high school,standard,none,single,sometimes,no,3,school_bus,05-Oct,60,72,68,200
140,female,group A,high school,free/reduced,completed,married,never,no,6,,> 10,67,74,72,213
141,female,group D,some high school,standard,completed,divorced,never,yes,1,private,05-Oct,84,94,94,272
142,male,group C,some college,standard,none,divorced,regularly,no,4,school_bus,< 5,47,44,39,130
143,male,group C,high school,standard,completed,married,never,yes,1,school_bus,< 5,50,45,42,137
144,female,group D,associate's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,82,89,83,254
145,male,group D,some college,standard,none,married,sometimes,no,1,school_bus,05-Oct,72,67,68,207
146,female,group D,some college,standard,,,sometimes,yes,,school_bus,> 10,80,81,78,239
147,female,group B,some high school,standard,completed,married,sometimes,yes,1,school_bus,,55,65,64,184
148,female,group D,high school,free/reduced,completed,married,sometimes,no,1,school_bus,05-Oct,84,85,92,261
149,female,group C,,standard,none,married,sometimes,yes,3,school_bus,< 5,79,83,83,245
150,female,group E,some college,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,36,44,49,129
151,male,group D,some high school,standard,none,,sometimes,yes,1,private,< 5,49,53,43,145
152,female,group C,high school,standard,none,married,sometimes,yes,0,,< 5,67,71,75,213
153,female,group E,some college,standard,completed,married,regularly,yes,2,school_bus,05-Oct,81,94,85,260
154,female,group C,master's degree,standard,none,married,sometimes,yes,2,private,05-Oct,62,78,74,214
155,male,group C,some college,free/reduced,completed,widowed,sometimes,yes,1,,< 5,75,82,85,242
156,female,group B,,free/reduced,none,married,never,yes,1,private,05-Oct,45,64,59,168
157,female,group E,bachelor's degree,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,66,68,73,207
158,female,group D,high school,free/reduced,completed,married,sometimes,yes,1,school_bus,05-Oct,58,73,73,204
159,female,group D,some college,standard,none,single,sometimes,yes,0,,< 5,85,98,98,281
160,female,,high school,standard,none,single,sometimes,no,4,private,< 5,75,74,77,226
161,male,group C,bachelor's degree,standard,none,divorced,sometimes,yes,5,school_bus,05-Oct,57,62,57,176
162,male,group B,some college,standard,completed,married,sometimes,yes,3,private,> 10,72,64,68,204
163,female,group B,high school,standard,completed,single,sometimes,yes,2,private,05-Oct,81,89,90,260
164,male,group C,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,64,64,60,188
165,female,group B,associate's degree,standard,completed,single,sometimes,yes,,private,05-Oct,64,48,63,175
166,male,group E,,standard,none,married,sometimes,no,2,school_bus,< 5,64,62,64,190
167,female,group C,some high school,standard,none,single,sometimes,yes,0,,< 5,79,80,79,238
168,male,,high school,free/reduced,none,married,regularly,no,1,private,05-Oct,72,65,61,198
169,female,,high school,standard,completed,married,regularly,no,5,private,05-Oct,70,82,88,240
170,male,group D,some college,standard,none,married,sometimes,yes,1,private,< 5,62,51,49,162
171,female,group D,some college,free/reduced,none,divorced,regularly,yes,4,private,< 5,60,75,72,207
172,male,,some college,standard,none,married,sometimes,yes,2,private,< 5,85,88,80,253
173,female,group E,some high school,free/reduced,completed,married,regularly,yes,,school_bus,05-Oct,53,60,64,177
174,female,group C,some college,free/reduced,none,married,sometimes,no,3,private,05-Oct,62,80,72,214
175,female,group A,associate's degree,standard,none,single,regularly,yes,3,private,05-Oct,69,77,72,218
176,male,group A,some high school,standard,completed,married,,no,1,school_bus,05-Oct,71,75,71,217
177,female,group D,associate's degree,standard,completed,married,regularly,yes,2,private,> 10,93,100,99,292
178,female,group C,associate's degree,standard,none,divorced,sometimes,yes,3,private,05-Oct,52,71,62,185
180,female,group B,some high school,standard,none,single,regularly,no,2,school_bus,< 5,60,66,66,192
181,male,group B,bachelor's degree,standard,completed,single,sometimes,yes,0,school_bus,< 5,72,61,63,196
182,female,group B,some high school,standard,,single,sometimes,yes,6,school_bus,< 5,59,62,58,179
183,male,group A,associate's degree,standard,none,single,never,yes,0,private,> 10,74,72,62,208
184,female,group C,some college,standard,none,single,sometimes,yes,1,private,05-Oct,58,71,68,197
185,male,group B,bachelor's degree,standard,none,single,regularly,yes,3,private,> 10,71,66,56,193
186,male,group B,master's degree,free/reduced,completed,married,regularly,no,5,private,05-Oct,88,93,92,273
187,male,group D,some college,free/reduced,completed,married,regularly,no,2,,05-Oct,83,77,78,238
188,female,group D,associate's degree,free/reduced,completed,single,sometimes,yes,3,school_bus,05-Oct,80,100,95,275
189,male,group E,high school,standard,none,divorced,regularly,yes,2,private,05-Oct,66,61,50,177
190,male,group C,some high school,standard,none,divorced,regularly,no,4,school_bus,< 5,56,65,65,186
191,male,,some college,standard,none,married,,yes,2,school_bus,< 5,58,57,52,167
192,female,group C,associate's degree,standard,,,regularly,yes,0,school_bus,05-Oct,43,59,55,157
193,female,group E,some high school,free/reduced,none,single,regularly,yes,3,school_bus,> 10,65,70,66,201
194,female,group A,master's degree,free/reduced,none,divorced,sometimes,no,2,private,05-Oct,66,72,76,214
195,female,group D,associate's degree,standard,none,divorced,regularly,yes,2,school_bus,05-Oct,62,62,69,193
196,male,group C,high school,standard,completed,married,sometimes,yes,2,private,< 5,45,55,53,153
197,female,group C,associate's degree,standard,,single,sometimes,no,2,,05-Oct,63,84,82,229
198,male,group D,some college,free/reduced,none,married,sometimes,yes,1,school_bus,< 5,48,53,46,147
199,female,group D,some college,free/reduced,none,married,regularly,,1,school_bus,< 5,9,26,27,62
200,female,group D,high school,free/reduced,completed,married,sometimes,yes,3,school_bus,05-Oct,67,85,82,234
201,male,group B,some high school,free/reduced,none,married,sometimes,yes,2,private,< 5,50,60,52,162
202,female,group D,master's degree,standard,completed,married,sometimes,yes,0,,05-Oct,64,82,80,226
203,female,group C,some college,free/reduced,none,married,sometimes,no,2,school_bus,> 10,53,60,55,168
204,female,group D,,standard,completed,married,sometimes,yes,1,private,05-Oct,96,100,100,296
205,male,group D,some high school,free/reduced,completed,divorced,sometimes,yes,2,,05-Oct,49,63,59,171
206,female,group C,some high school,free/reduced,none,divorced,regularly,yes,3,,< 5,34,43,40,117
207,male,group C,associate's degree,standard,completed,married,sometimes,yes,0,private,> 10,92,86,88,266
208,female,group A,some high school,standard,completed,single,regularly,yes,4,school_bus,> 10,92,98,100,290
211,female,group B,some college,standard,none,married,never,no,2,school_bus,05-Oct,60,67,64,191
212,female,group C,high school,standard,none,single,regularly,no,1,school_bus,05-Oct,82,96,91,269
213,male,,some high school,standard,none,single,,no,1,school_bus,05-Oct,36,35,30,101
214,female,group D,master's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,69,71,79,219
216,male,group E,associate's degree,standard,none,single,sometimes,,4,private,05-Oct,85,73,70,228
217,female,group D,bachelor's degree,free/reduced,none,single,sometimes,yes,1,school_bus,05-Oct,54,51,52,157
218,male,group D,high school,free/reduced,none,single,sometimes,no,1,,05-Oct,79,81,81,241
219,female,group A,,standard,completed,married,never,no,2,school_bus,,82,96,96,274
220,female,group E,high school,standard,none,married,sometimes,yes,1,school_bus,05-Oct,89,98,96,283
221,male,group B,high school,standard,none,divorced,sometimes,yes,1,private,< 5,66,66,59,191
222,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2,private,< 5,41,52,56,149
223,male,group D,some high school,free/reduced,none,,regularly,no,,,05-Oct,58,50,51,159
224,female,group C,bachelor's degree,standard,completed,married,regularly,no,2,private,05-Oct,69,80,83,232
225,female,group D,some high school,standard,,,regularly,,,school_bus,05-Oct,81,80,76,237
226,male,group C,some college,standard,none,married,never,no,2,school_bus,05-Oct,57,53,48,158
227,female,group C,some college,standard,none,married,sometimes,yes,1,,05-Oct,51,54,55,160
228,male,group C,high school,standard,none,married,regularly,yes,1,,< 5,89,76,73,238
229,male,group D,bachelor's degree,standard,none,single,sometimes,yes,1,school_bus,05-Oct,86,80,82,248
231,female,group C,some college,standard,,married,regularly,yes,2,school_bus,05-Oct,59,80,71,210
233,female,group D,master's degree,standard,none,married,regularly,yes,0,school_bus,05-Oct,88,85,95,268
234,male,group D,associate's degree,free/reduced,none,divorced,never,yes,2,school_bus,05-Oct,46,43,43,132
235,male,group C,high school,free/reduced,none,single,sometimes,yes,1,school_bus,05-Oct,41,41,45,127
237,male,group C,some college,standard,completed,married,regularly,no,2,,05-Oct,67,66,71,204
238,female,group E,some high school,free/reduced,completed,married,regularly,yes,2,private,> 10,66,74,78,218
239,female,group E,bachelor's degree,standard,none,married,sometimes,yes,,school_bus,< 5,78,81,82,241
240,male,group D,high school,standard,completed,married,never,yes,2,school_bus,05-Oct,80,76,78,234
241,female,group E,some high school,free/reduced,none,married,sometimes,yes,2,private,> 10,45,44,41,130
242,female,group D,some college,standard,completed,single,sometimes,no,1,private,< 5,82,80,84,246
243,female,group A,associate's degree,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,73,85,82,240
244,male,group C,some college,standard,none,married,regularly,no,2,private,05-Oct,82,66,64,212
245,female,group D,master's degree,standard,completed,,sometimes,yes,2,,05-Oct,90,98,100,288
246,female,,some high school,standard,completed,single,sometimes,no,2,school_bus,05-Oct,32,43,38,113
247,female,group D,high school,standard,none,single,regularly,no,1,,05-Oct,60,69,66,195
248,male,group C,some high school,free/reduced,none,single,sometimes,yes,0,private,< 5,26,34,29,89
249,female,group D,associate's degree,standard,none,single,regularly,,1,private,05-Oct,61,60,60,181
250,male,group B,associate's degree,standard,none,married,sometimes,yes,1,school_bus,05-Oct,60,51,49,160
251,female,group C,high school,standard,completed,married,sometimes,yes,1,school_bus,< 5,56,56,59,171
252,female,group E,master's degree,standard,completed,single,never,yes,4,school_bus,< 5,79,90,92,261
253,male,group D,some college,free/reduced,none,divorced,sometimes,yes,4,school_bus,05-Oct,49,36,33,118
255,male,group C,some high school,free/reduced,,married,regularly,no,1,school_bus,> 10,39,37,34,110
256,male,group E,high school,standard,none,single,sometimes,no,2,school_bus,05-Oct,70,59,58,187
257,female,group C,high school,free/reduced,none,divorced,never,yes,5,school_bus,05-Oct,40,50,54,144
258,female,group B,associate's degree,free/reduced,completed,married,regularly,,3,school_bus,05-Oct,40,52,55,147
259,female,group D,master's degree,standard,completed,divorced,regularly,yes,,,> 10,100,100,100,300
260,male,group C,high school,free/reduced,completed,married,sometimes,yes,2,school_bus,< 5,62,67,62,191
261,male,group C,,standard,completed,married,regularly,yes,5,school_bus,< 5,64,51,50,165
262,male,group C,some college,standard,none,married,sometimes,yes,2,,05-Oct,45,37,29,111
263,male,group D,bachelor's degree,standard,none,single,sometimes,no,3,private,05-Oct,60,65,62,187
264,female,group D,,standard,completed,married,sometimes,yes,3,school_bus,05-Oct,77,84,82,243
265,female,group C,some high school,standard,,married,regularly,no,1,school_bus,05-Oct,60,70,65,195
266,male,group B,,standard,none,married,regularly,yes,1,private,05-Oct,79,78,65,222
267,male,group E,high school,free/reduced,none,married,sometimes,yes,3,school_bus,,57,50,42,149
268,female,group C,some college,standard,none,divorced,regularly,no,,private,> 10,89,90,92,271
269,female,,some college,standard,none,divorced,sometimes,no,1,school_bus,05-Oct,53,66,70,189
270,male,group C,some college,standard,none,married,regularly,no,2,school_bus,05-Oct,80,74,66,220
271,female,group A,some college,free/reduced,none,married,regularly,no,1,private,< 5,44,58,58,160
272,male,group B,bachelor's degree,free/reduced,none,married,,yes,3,school_bus,05-Oct,47,55,52,154
274,male,group D,high school,free/reduced,none,married,regularly,no,1,private,05-Oct,42,48,35,125
275,male,group A,associate's degree,standard,none,married,regularly,no,4,private,< 5,65,55,56,176
276,male,group A,some high school,standard,completed,married,never,no,3,private,< 5,62,59,57,178
277,female,group D,master's degree,standard,none,married,regularly,yes,0,private,05-Oct,81,88,90,259
278,male,group D,some high school,free/reduced,none,married,regularly,yes,2,private,05-Oct,58,51,51,160
279,male,group B,bachelor's degree,free/reduced,none,,never,no,1,school_bus,05-Oct,66,73,73,212
280,male,group D,high school,standard,completed,married,regularly,no,3,private,> 10,79,79,80,238
282,male,group D,associate's degree,standard,none,single,regularly,yes,1,private,< 5,81,86,84,251
283,female,group B,associate's degree,standard,none,married,regularly,yes,1,school_bus,< 5,56,64,61,181
284,male,group C,some high school,free/reduced,completed,divorced,sometimes,yes,1,private,05-Oct,68,68,65,201
285,male,group D,some college,free/reduced,none,single,regularly,yes,2,school_bus,< 5,49,49,44,142
286,male,group D,high school,free/reduced,completed,married,sometimes,yes,3,private,05-Oct,70,70,70,210
287,male,group D,high school,standard,completed,married,regularly,no,3,private,05-Oct,80,77,76,233
288,female,group D,bachelor's degree,standard,completed,divorced,regularly,no,3,private,05-Oct,83,86,97,266
289,female,group E,master's degree,free/reduced,completed,married,regularly,no,3,,< 5,73,78,85,236
290,female,group D,associate's degree,standard,completed,single,sometimes,yes,2,school_bus,05-Oct,87,91,100,278
291,female,group E,high school,free/reduced,completed,divorced,sometimes,no,1,school_bus,> 10,58,54,61,173
292,male,group C,associate's degree,standard,completed,married,regularly,no,1,private,05-Oct,94,88,95,277
293,female,group C,some high school,standard,none,divorced,regularly,yes,3,private,< 5,57,62,60,179
294,male,group B,associate's degree,standard,completed,married,regularly,,1,,05-Oct,76,68,74,218
295,male,group E,some high school,standard,none,single,,yes,7,,05-Oct,67,67,56,190
296,female,group B,high school,free/reduced,none,single,regularly,no,6,private,< 5,54,63,65,182
297,male,group C,some college,standard,none,married,regularly,yes,1,private,< 5,73,71,65,209
298,female,group C,high school,standard,none,divorced,regularly,yes,5,school_bus,> 10,60,74,70,204
299,male,group B,master's degree,free/reduced,none,divorced,sometimes,no,3,school_bus,> 10,54,53,49,156
301,female,group D,bachelor's degree,standard,none,married,regularly,no,1,school_bus,05-Oct,73,83,83,239
302,male,group B,associate's degree,free/reduced,none,single,sometimes,,1,school_bus,05-Oct,64,56,56,176
303,male,group D,associate's degree,free/reduced,completed,single,sometimes,yes,0,,< 5,61,54,53,168
304,male,group C,some high school,free/reduced,none,single,sometimes,no,4,school_bus,05-Oct,68,57,55,180
305,male,group B,some college,free/reduced,none,divorced,regularly,yes,4,school_bus,05-Oct,70,77,69,216
307,male,group B,associate's degree,free/reduced,none,married,regularly,no,2,school_bus,< 5,53,57,49,159
308,male,group D,,free/reduced,,single,sometimes,,1,school_bus,05-Oct,71,67,65,203
309,female,group E,high school,standard,none,married,sometimes,no,3,private,< 5,71,73,77,221
310,male,group C,master's degree,free/reduced,completed,married,sometimes,yes,2,private,< 5,50,53,50,153
311,male,group D,some college,standard,none,single,sometimes,yes,2,private,> 10,85,78,78,241
312,male,group C,some high school,free/reduced,none,single,sometimes,yes,2,school_bus,> 10,69,71,61,201
314,male,group E,associate's degree,standard,none,married,sometimes,no,2,school_bus,< 5,69,66,62,197
315,female,group B,high school,standard,none,married,sometimes,yes,6,school_bus,05-Oct,62,68,69,199
316,male,group C,associate's degree,standard,none,married,sometimes,yes,4,,05-Oct,64,62,53,179
317,male,group D,some college,standard,completed,married,sometimes,yes,,private,< 5,48,38,40,126
318,female,,associate's degree,standard,none,divorced,sometimes,no,3,school_bus,> 10,82,81,82,245
319,male,group C,master's degree,standard,none,married,regularly,no,4,private,< 5,81,85,81,247
320,female,,bachelor's degree,standard,completed,single,regularly,yes,2,private,< 5,79,88,94,261
321,male,group D,associate's degree,standard,none,married,sometimes,no,1,school_bus,05-Oct,70,65,63,198
322,male,group C,,standard,none,divorced,,yes,1,private,> 10,70,76,64,210
323,female,group E,associate's degree,standard,completed,single,regularly,no,2,private,< 5,80,85,91,256
324,female,group E,bachelor's degree,free/reduced,completed,single,regularly,yes,3,private,> 10,99,97,100,296
325,female,group E,some high school,standard,none,married,never,yes,2,school_bus,> 10,61,64,61,186
326,male,group B,high school,standard,none,single,sometimes,no,,private,< 5,63,69,64,196
327,male,group C,,standard,completed,,regularly,yes,0,private,< 5,66,60,63,189
328,male,group C,associate's degree,free/reduced,none,single,never,yes,1,school_bus,05-Oct,39,52,39,130
329,male,group D,some college,free/reduced,none,divorced,sometimes,no,1,,< 5,42,40,44,126
330,female,group E,some college,standard,completed,married,sometimes,no,1,,05-Oct,69,80,79,228
331,female,group A,some high school,standard,none,divorced,sometimes,yes,4,private,05-Oct,61,79,73,213
332,male,group D,associate's degree,standard,none,married,regularly,yes,4,private,05-Oct,79,72,69,220
333,female,group C,some high school,standard,,married,never,yes,2,school_bus,05-Oct,61,70,71,202
336,female,group D,some college,free/reduced,none,single,sometimes,no,,private,> 10,10,29,28,67
337,female,group B,some high school,standard,none,single,regularly,yes,3,private,05-Oct,49,57,57,163
338,male,group E,some high school,standard,none,married,regularly,yes,4,,05-Oct,87,81,73,241
339,female,group D,some college,standard,completed,single,regularly,no,3,school_bus,05-Oct,55,57,66,178
340,female,group B,high school,free/reduced,none,married,sometimes,yes,5,school_bus,05-Oct,42,49,48,139
341,male,group D,some high school,free/reduced,completed,married,regularly,yes,0,school_bus,05-Oct,66,57,60,183
342,female,,associate's degree,standard,completed,divorced,regularly,yes,3,,,89,85,91,265
343,male,group C,master's degree,standard,none,married,sometimes,yes,3,school_bus,05-Oct,85,83,78,246
344,female,,associate's degree,free/reduced,completed,married,sometimes,,1,private,05-Oct,67,74,78,219
345,male,group E,some college,standard,completed,married,sometimes,yes,5,private,05-Oct,72,65,66,203
347,male,group C,some college,standard,completed,,regularly,no,2,,05-Oct,76,69,74,219
348,male,group E,some high school,standard,completed,single,sometimes,yes,5,school_bus,05-Oct,65,57,56,178
349,male,group E,some college,standard,none,married,regularly,yes,,school_bus,< 5,88,83,79,250
350,female,group C,master's degree,standard,completed,single,regularly,no,7,,< 5,67,73,75,215
351,male,group E,bachelor's degree,standard,none,widowed,regularly,,1,school_bus,< 5,70,67,64,201
352,male,group D,some college,standard,none,divorced,regularly,yes,2,school_bus,< 5,67,68,63,198
353,female,group E,master's degree,standard,none,single,sometimes,yes,2,private,< 5,84,80,81,245
354,male,group C,some college,standard,none,married,sometimes,yes,2,school_bus,> 10,95,90,85,270
355,female,group C,some college,free/reduced,none,single,sometimes,yes,1,school_bus,> 10,51,66,67,184
357,female,group C,high school,standard,none,,regularly,yes,3,,05-Oct,45,55,55,155
358,male,group D,some high school,free/reduced,none,single,sometimes,no,3,school_bus,< 5,31,33,30,94
359,female,group D,some high school,standard,completed,married,sometimes,yes,2,school_bus,,64,74,74,212
360,female,,some college,free/reduced,none,married,regularly,yes,3,private,05-Oct,63,79,74,216
361,female,group B,some college,free/reduced,none,,,no,1,school_bus,05-Oct,66,71,72,209
362,male,group C,bachelor's degree,standard,none,married,never,yes,4,private,< 5,84,73,71,228
363,male,group D,some high school,standard,completed,married,sometimes,yes,2,private,05-Oct,53,47,47,147
364,female,group C,some high school,free/reduced,none,married,never,yes,1,private,> 10,46,58,56,160
365,female,group E,high school,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,87,85,81,253
366,female,group C,some college,standard,none,single,sometimes,yes,4,,05-Oct,65,79,79,223
367,female,group D,some college,standard,none,married,regularly,no,1,private,> 10,58,70,64,192
368,male,group E,some high school,free/reduced,none,married,regularly,no,1,private,< 5,92,81,77,250
369,female,group C,,standard,none,married,regularly,yes,2,school_bus,,71,81,74,226
370,male,group C,associate's degree,free/reduced,completed,married,never,yes,3,,05-Oct,74,67,73,214
371,female,group C,some high school,free/reduced,none,single,regularly,yes,1,school_bus,05-Oct,55,70,70,195
372,male,group B,high school,free/reduced,completed,married,never,yes,2,school_bus,> 10,67,71,72,210
373,male,group D,some high school,standard,completed,single,sometimes,yes,1,private,05-Oct,65,64,65,194
374,female,group B,,standard,none,married,regularly,yes,1,school_bus,05-Oct,80,91,90,261
375,female,group D,master's degree,standard,none,married,sometimes,yes,3,school_bus,> 10,85,88,92,265
376,female,group D,high school,free/reduced,none,single,regularly,no,2,school_bus,> 10,49,56,62,167
377,male,group B,high school,standard,completed,married,sometimes,no,,school_bus,05-Oct,68,71,65,204
378,male,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1,school_bus,05-Oct,72,73,71,216
380,female,group D,associate's degree,standard,none,divorced,sometimes,no,1,school_bus,< 5,51,53,57,161
381,male,group C,some high school,standard,none,divorced,regularly,yes,1,school_bus,05-Oct,60,47,49,156
382,male,group C,,standard,none,married,sometimes,no,1,private,< 5,80,77,78,235
383,male,group D,associate's degree,free/reduced,none,divorced,regularly,yes,6,school_bus,< 5,73,70,61,204
384,male,group B,some high school,free/reduced,completed,married,sometimes,yes,,,05-Oct,63,66,64,193
385,male,group C,bachelor's degree,free/reduced,none,married,regularly,no,1,private,05-Oct,61,60,56,177
386,female,group C,high school,standard,completed,single,sometimes,yes,0,private,< 5,44,61,55,160
388,male,group C,master's degree,free/reduced,completed,widowed,regularly,no,2,private,> 10,78,85,80,243
389,male,group D,associate's degree,free/reduced,none,divorced,never,yes,3,school_bus,05-Oct,76,86,79,241
390,female,group A,some college,standard,completed,married,sometimes,yes,0,school_bus,05-Oct,75,85,88,248
391,male,group B,,standard,none,married,sometimes,yes,2,private,< 5,42,52,50,144
392,female,group B,some college,standard,,married,sometimes,yes,1,school_bus,05-Oct,80,87,94,261
393,female,group D,high school,standard,completed,married,sometimes,no,,school_bus,< 5,55,65,63,183
395,female,group B,some college,standard,completed,single,regularly,no,3,school_bus,< 5,57,61,63,181
396,female,group C,some high school,free/reduced,completed,married,regularly,no,3,school_bus,05-Oct,47,55,56,158
397,male,group C,associate's degree,standard,completed,married,never,no,3,,< 5,82,91,91,264
398,female,group D,associate's degree,free/reduced,none,single,regularly,yes,2,school_bus,> 10,62,79,82,223
399,male,group C,high school,standard,completed,divorced,sometimes,no,1,private,< 5,62,55,54,171
400,female,group C,high school,standard,completed,single,sometimes,yes,3,school_bus,< 5,82,81,85,248
401,female,group D,associate's degree,standard,completed,married,regularly,yes,3,private,05-Oct,76,79,83,238
402,female,group C,high school,standard,none,married,regularly,no,3,school_bus,< 5,72,76,78,226
403,female,group B,,standard,none,divorced,regularly,yes,1,private,05-Oct,86,87,95,268
404,female,group C,associate's degree,free/reduced,completed,single,regularly,yes,1,school_bus,05-Oct,57,72,75,204
405,male,group C,,free/reduced,completed,married,sometimes,yes,2,school_bus,05-Oct,79,86,79,244
406,male,group B,some college,standard,completed,married,sometimes,no,2,school_bus,05-Oct,78,83,88,249
408,male,group E,high school,free/reduced,none,single,sometimes,yes,1,private,05-Oct,66,66,53,185
409,female,group E,high school,free/reduced,completed,divorced,sometimes,yes,5,private,05-Oct,74,98,97,269
410,male,group C,,free/reduced,none,married,regularly,yes,2,school_bus,< 5,47,45,40,132
411,female,group E,some college,free/reduced,none,,regularly,yes,2,school_bus,05-Oct,71,71,64,206
412,male,,some college,standard,none,divorced,sometimes,yes,1,private,> 10,71,68,60,199
413,female,group B,associate's degree,standard,none,single,,yes,0,,05-Oct,57,62,68,187
414,male,group D,bachelor's degree,standard,completed,,regularly,no,2,school_bus,< 5,97,98,98,293
415,male,group B,high school,standard,none,divorced,sometimes,yes,,private,05-Oct,77,77,70,224
