,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,MathScore,ReadingScore,WritingScore,total
655,male,group C,master's degree,standard,completed,64,64,66,194
656,female,group A,some college,standard,none,38,43,40,121
657,male,group D,high school,standard,completed,65,62,64,191
658,female,group D,associate's degree,free/reduced,none,76,84,85,245
660,male,group D,high school,standard,none,67,61,61,189
661,male,group C,some high school,standard,none,76,65,61,202
662,female,group A,some college,standard,completed,62,76,73,211
663,female,group B,some college,standard,none,56,61,64,181
664,male,group E,associate's degree,standard,none,84,77,71,232
665,male,group C,some college,free/reduced,none,66,62,61,189
666,male,group D,high school,free/reduced,none,51,49,53,153
667,male,group C,some college,free/reduced,completed,93,82,85,260
668,female,group C,high school,standard,none,63,61,67,191
669,male,group C,high school,standard,none,51,47,50,148
671,male,group C,some high school,standard,none,54,41,41,136
672,male,group C,some high school,free/reduced,none,60,62,49,171
673,female,group D,bachelor's degree,standard,completed,66,81,84,231
674,male,group A,some high school,standard,none,42,40,34,116
675,male,group A,associate's degree,standard,none,72,66,62,200
676,male,group B,master's degree,standard,none,98,94,85,277
677,male,group D,high school,standard,none,73,73,65,211
678,male,group C,some high school,standard,none,67,63,59,189
679,female,group E,some college,standard,none,71,73,75,219
680,male,group D,associate's degree,standard,none,69,70,64,203
681,male,group D,master's degree,free/reduced,none,73,68,72,213
682,male,group D,bachelor's degree,free/reduced,completed,52,59,59,170
683,male,group E,high school,standard,completed,97,95,92,284
684,male,group B,some college,standard,none,79,74,69,222
685,female,group A,some college,standard,none,54,65,66,185
686,female,group E,high school,standard,none,96,97,88,281
687,male,group A,high school,free/reduced,none,69,75,59,203
688,female,group C,some college,standard,completed,66,78,85,229
689,female,group D,high school,free/reduced,none,61,64,66,191
690,female,group B,associate's degree,free/reduced,none,38,59,59,156
691,female,group E,some high school,free/reduced,completed,55,61,62,178
692,male,group D,bachelor's degree,standard,none,98,90,90,278
693,male,group E,some college,standard,completed,99,93,95,287
694,female,group D,some high school,standard,none,72,82,78,232
695,male,group B,associate's degree,standard,completed,69,65,71,205
696,female,group D,some college,standard,none,59,61,61,181
697,male,group C,some high school,free/reduced,none,69,60,62,191
698,female,group D,some high school,free/reduced,completed,53,65,75,193
699,female,group A,associate's degree,free/reduced,none,63,72,79,214
700,male,group C,associate's degree,free/reduced,completed,69,71,64,204
701,male,group C,some high school,free/reduced,none,58,50,49,157
702,female,group C,some high school,free/reduced,none,53,58,60,171
704,female,group C,high school,standard,none,61,69,74,204
705,female,group B,master's degree,free/reduced,none,52,61,62,175
706,male,group B,associate's degree,standard,none,95,89,87,271
707,female,group E,some college,free/reduced,completed,54,62,64,180
708,female,group B,some high school,standard,none,69,79,72,220
709,female,group E,some high school,standard,none,65,77,69,211
710,female,group D,associate's degree,standard,completed,67,71,84,222
711,female,group A,high school,standard,none,74,78,75,227
712,female,group D,master's degree,standard,none,76,81,85,242
713,male,group E,some high school,free/reduced,completed,60,56,55,171
714,female,group D,some high school,standard,none,73,88,86,247
715,female,group B,some college,free/reduced,completed,34,40,42,116
717,female,group A,some college,standard,completed,48,54,62,164
718,male,group B,high school,free/reduced,none,49,50,44,143
719,female,group E,bachelor's degree,standard,none,89,93,99,281
720,male,group C,master's degree,free/reduced,none,65,75,64,204
721,female,group D,some college,free/reduced,completed,76,89,93,258
722,female,group D,associate's degree,free/reduced,none,45,59,63,167
723,male,group D,high school,standard,none,76,75,74,225
724,male,group B,associate's degree,standard,completed,99,96,92,287
725,female,group D,some college,standard,completed,80,92,90,262
726,female,group D,some college,free/reduced,none,70,89,89,248
728,female,group C,high school,standard,none,57,60,64,181
729,male,group D,some high school,standard,none,76,73,69,218
730,male,group C,some college,standard,none,51,41,40,132
731,female,group D,bachelor's degree,standard,completed,78,94,100,272
732,female,group C,high school,standard,completed,64,81,83,228
733,female,group C,associate's degree,free/reduced,none,71,89,83,243
734,female,group E,some college,standard,none,66,74,71,211
735,female,group D,associate's degree,standard,none,72,87,80,239
736,female,group B,some college,free/reduced,none,48,67,64,179
737,female,group D,some college,standard,none,74,81,80,235
738,male,group B,some college,standard,completed,77,68,76,221
739,male,group B,high school,free/reduced,none,38,36,32,106
740,female,group E,some college,standard,none,84,83,83,250
741,female,group B,associate's degree,free/reduced,none,35,49,43,127
742,male,group E,associate's degree,standard,none,92,85,87,264
743,male,group D,associate's degree,free/reduced,completed,35,50,49,134
744,male,group D,associate's degree,standard,none,52,48,44,144
745,male,group A,some college,free/reduced,none,44,45,40,129
746,female,group D,high school,standard,none,58,58,64,180
747,female,group D,some college,free/reduced,none,55,62,67,184
748,male,group A,associate's degree,standard,none,58,65,63,186
749,female,group C,some college,standard,none,62,63,64,189
750,male,group D,some high school,standard,none,84,80,75,239
751,female,group D,some college,standard,none,73,78,82,233
752,female,group E,associate's degree,standard,none,70,72,77,219
753,male,group C,high school,standard,none,69,59,58,186
754,male,group B,associate's degree,standard,none,85,76,73,234
755,female,group E,high school,free/reduced,none,54,77,64,195
756,male,group D,high school,free/reduced,none,76,76,68,220
757,female,group E,bachelor's degree,standard,completed,92,98,100,290
758,female,group E,high school,free/reduced,completed,66,76,73,215
759,female,group B,some college,standard,none,50,66,58,174
760,female,group B,high school,free/reduced,none,44,59,50,153
761,male,group B,associate's degree,standard,completed,94,92,91,277
762,female,group C,high school,standard,none,42,43,40,125
763,male,group D,associate's degree,standard,none,57,61,56,174
764,male,group C,some college,standard,none,90,80,70,240
765,female,group C,some college,standard,none,58,71,69,198
766,female,group B,high school,standard,none,64,61,68,193
767,female,group C,some college,free/reduced,completed,50,58,62,170
768,female,group E,some high school,standard,completed,90,80,79,249
769,male,group E,high school,standard,completed,67,69,62,198
770,female,group B,associate's degree,standard,completed,86,91,95,272
771,female,group A,bachelor's degree,standard,none,56,65,70,191
772,male,group D,some high school,free/reduced,none,44,47,47,138
773,female,group C,high school,standard,none,90,92,91,273
774,male,group E,high school,standard,completed,89,87,83,259
775,female,group C,high school,standard,none,72,90,79,241
776,male,group C,associate's degree,free/reduced,none,69,73,70,212
777,female,group B,some college,standard,none,72,83,77,232
778,female,group C,some high school,standard,none,70,85,78,233
779,female,group B,some college,free/reduced,completed,31,36,42,109
780,female,group B,bachelor's degree,standard,none,41,61,54,156
781,male,group B,some college,standard,completed,95,94,98,287
782,male,group D,associate's degree,free/reduced,completed,63,73,73,209
783,male,group D,some college,standard,completed,94,93,94,281
784,female,group E,master's degree,standard,completed,84,89,88,261
785,male,group B,associate's degree,free/reduced,none,61,58,54,173
786,male,group E,bachelor's degree,standard,none,88,86,81,255
787,male,group D,bachelor's degree,standard,completed,100,90,97,287
788,male,group B,bachelor's degree,standard,none,65,50,47,162
789,male,group B,high school,free/reduced,completed,77,80,71,228
790,male,group C,master's degree,free/reduced,none,82,89,82,253
791,male,group B,high school,standard,completed,78,70,66,214
792,female,group E,high school,free/reduced,none,55,59,52,166
793,female,group E,some high school,standard,completed,68,80,80,228
794,female,group C,high school,free/reduced,none,70,82,82,234
795,female,group C,some college,free/reduced,none,25,39,38,102
796,male,group D,some high school,standard,none,82,75,72,229
797,female,group B,associate's degree,free/reduced,none,49,74,66,189
798,male,group E,some college,free/reduced,completed,56,50,53,159
799,female,group C,associate's degree,standard,completed,75,82,89,246
800,female,group E,associate's degree,standard,none,71,80,80,231
801,female,group E,some college,standard,none,66,69,65,200
802,male,group B,associate's degree,standard,none,68,61,60,189
803,male,group C,some high school,standard,completed,90,94,93,277
804,female,group B,bachelor's degree,free/reduced,completed,65,77,77,219
805,male,group B,some college,standard,none,83,80,76,239
806,male,group D,some college,free/reduced,none,59,57,52,168
807,male,group C,high school,standard,completed,61,66,62,189
808,male,group C,some high school,standard,completed,67,65,64,196
809,male,group C,high school,free/reduced,completed,85,81,80,246
810,female,group C,associate's degree,free/reduced,none,56,54,56,166
811,male,group E,associate's degree,standard,none,77,70,67,214
812,male,group C,some college,standard,none,75,68,72,215
813,female,group D,some college,standard,none,69,87,85,241
814,male,group C,associate's degree,standard,none,81,74,73,228
815,male,group A,high school,free/reduced,none,72,65,69,206
816,female,group E,high school,standard,none,72,71,68,211
817,male,group B,some college,standard,completed,81,81,80,242
818,female,group C,associate's degree,free/reduced,completed,70,90,92,252
819,male,group B,high school,standard,completed,72,80,71,223
820,male,group E,master's degree,standard,none,75,61,67,203
821,male,group D,some college,standard,completed,78,72,82,232
822,female,group B,master's degree,free/reduced,none,49,57,66,172
823,male,group B,high school,standard,none,42,37,39,118
824,female,group C,some high school,free/reduced,none,46,61,66,173
825,female,group D,some college,standard,completed,63,69,82,214
826,female,group D,some college,standard,none,63,63,71,197
827,male,group A,high school,standard,none,65,65,63,193
828,female,group E,some high school,standard,completed,92,99,98,289
829,male,group D,bachelor's degree,free/reduced,none,61,59,62,182
830,male,group D,master's degree,standard,none,100,83,87,270
831,female,group E,bachelor's degree,standard,none,90,100,96,286
832,male,group B,associate's degree,free/reduced,none,56,45,45,146
833,female,group D,bachelor's degree,free/reduced,none,64,56,65,185
834,male,group D,some college,standard,none,83,80,81,244
835,female,group C,associate's degree,standard,none,70,84,83,237
836,female,group B,some high school,standard,completed,66,68,72,206
837,male,group D,bachelor's degree,free/reduced,completed,65,66,69,200
838,male,group D,associate's degree,free/reduced,none,35,38,36,109
839,female,group E,bachelor's degree,free/reduced,none,73,79,79,231
840,female,group E,high school,standard,none,72,75,69,216
841,female,group E,bachelor's degree,standard,completed,87,87,92,266
842,male,group B,some high school,standard,none,65,63,65,193
843,female,group E,some college,free/reduced,none,59,58,58,175
844,female,group D,associate's degree,free/reduced,completed,37,56,60,153
845,male,group C,high school,standard,completed,74,65,59,198
846,male,group D,master's degree,standard,none,91,82,75,248
847,female,group D,associate's degree,free/reduced,completed,84,90,92,266
848,female,group D,associate's degree,free/reduced,none,51,69,68,188
849,female,group A,associate's degree,standard,none,59,65,66,190
850,female,group A,high school,free/reduced,none,44,55,52,151
851,male,group B,some college,standard,none,73,68,66,207
852,male,group E,associate's degree,free/reduced,none,88,82,75,245
853,female,group C,high school,free/reduced,none,48,57,60,165
854,male,group C,bachelor's degree,standard,none,64,55,53,172
855,male,group B,associate's degree,standard,none,62,55,53,170
856,male,group C,high school,free/reduced,none,78,77,63,218
857,female,group D,high school,free/reduced,none,48,60,60,168
858,male,group C,high school,standard,none,88,80,74,242
859,female,group D,master's degree,standard,none,76,75,83,234
860,male,group C,some high school,free/reduced,completed,77,84,82,243
861,female,group E,some high school,standard,completed,84,88,93,265
862,male,group B,associate's degree,free/reduced,none,44,44,45,133
863,male,group B,some college,standard,completed,72,63,66,201
864,female,group D,some high school,standard,none,60,65,58,183
865,male,group E,associate's degree,standard,none,84,76,73,233
866,female,group C,bachelor's degree,free/reduced,none,80,82,85,247
867,male,group D,master's degree,standard,none,98,89,95,282
868,female,group C,some college,standard,none,57,68,64,189
869,male,group B,master's degree,standard,none,80,65,67,212
870,female,group A,some college,standard,none,52,63,65,180
871,male,group D,some college,free/reduced,none,66,70,64,200
872,male,group D,some high school,free/reduced,completed,40,29,34,103
873,female,group A,high school,standard,completed,68,74,78,220
874,male,group C,some high school,standard,none,67,62,60,189
875,female,group D,some college,standard,completed,65,75,80,220
876,male,group C,associate's degree,free/reduced,none,70,57,57,184
877,female,group B,master's degree,free/reduced,completed,81,91,89,261
878,male,group D,high school,standard,none,86,73,64,223
879,male,group B,associate's degree,standard,none,64,54,56,174
880,female,group C,high school,free/reduced,none,52,63,59,174
881,female,group C,associate's degree,standard,none,56,66,59,181
882,female,group D,some college,free/reduced,completed,74,89,83,246
883,female,group D,high school,standard,none,57,70,63,190
884,male,group C,master's degree,standard,none,78,67,66,211
885,female,group A,high school,standard,completed,72,86,81,239
886,female,group A,some high school,standard,none,35,48,51,134
887,female,group E,master's degree,standard,none,56,62,62,180
888,male,group A,associate's degree,free/reduced,completed,38,45,43,126
889,male,group B,high school,standard,none,80,70,73,223
890,male,group D,bachelor's degree,standard,none,76,69,68,213
891,female,group C,bachelor's degree,standard,none,67,94,89,250
892,male,group C,associate's degree,standard,none,75,61,59,195
893,female,group C,associate's degree,free/reduced,none,54,64,69,187
894,female,group D,some high school,free/reduced,completed,56,73,77,206
895,female,group C,high school,free/reduced,none,53,61,64,178
896,female,group E,high school,free/reduced,none,49,65,56,170
897,male,group D,some high school,standard,none,68,69,63,200
898,female,group D,associate's degree,standard,none,62,84,79,225
899,female,group C,some college,standard,none,84,81,82,247
900,male,group B,bachelor's degree,free/reduced,none,79,79,83,241
901,male,group A,some college,standard,none,76,59,54,189
902,female,group C,some college,standard,none,60,74,73,207
903,female,group C,some college,standard,completed,100,100,100,300
904,male,group C,some college,standard,none,79,65,67,211
905,female,group B,high school,standard,none,60,62,62,184
906,female,group C,high school,free/reduced,none,35,46,48,129
907,male,group C,high school,standard,none,45,34,29,108
908,male,group C,some college,free/reduced,none,48,49,44,141
909,male,group C,high school,free/reduced,none,73,72,73,218
910,female,group B,high school,standard,none,70,77,76,223
911,female,group C,some college,free/reduced,none,61,68,73,202
912,female,group E,bachelor's degree,standard,none,64,72,72,208
913,male,group C,some high school,standard,none,70,61,61,192
914,female,group B,some high school,standard,completed,70,85,85,240
915,male,group C,associate's degree,standard,none,60,54,49,163
916,male,group B,some high school,free/reduced,none,46,45,43,134
917,female,group A,associate's degree,standard,none,96,89,96,281
918,female,group C,associate's degree,free/reduced,completed,57,66,68,191
919,male,group B,some college,standard,none,69,61,65,195
920,female,group D,master's degree,free/reduced,completed,91,95,97,283
921,female,group B,some high school,free/reduced,none,61,75,67,203
922,male,group C,high school,free/reduced,completed,82,81,83,246
923,male,group C,some high school,free/reduced,completed,83,80,77,240
924,female,group D,master's degree,standard,none,87,94,99,280
925,male,group C,associate's degree,free/reduced,none,70,66,64,200
926,female,group B,some college,free/reduced,completed,64,73,75,212
927,male,group E,high school,standard,none,55,51,49,155
928,male,group E,associate's degree,standard,completed,44,35,41,120
929,male,group C,bachelor's degree,standard,completed,97,85,95,277
930,female,group A,master's degree,free/reduced,none,52,69,64,185
931,female,group C,some college,standard,completed,72,79,85,236
932,male,group B,associate's degree,free/reduced,none,84,81,72,237
933,female,group C,high school,free/reduced,none,35,53,48,136
934,male,group B,some high school,standard,none,76,64,60,200
935,female,group D,some college,standard,none,79,90,87,256
936,female,group B,associate's degree,standard,completed,85,87,93,265
937,female,group C,some college,standard,none,96,94,92,282
938,male,group D,some college,standard,none,55,51,47,153
939,female,group C,some high school,standard,completed,49,67,66,182
940,female,group E,high school,standard,none,85,87,80,252
941,female,group D,some college,standard,completed,99,97,98,294
942,male,group C,high school,free/reduced,none,49,39,41,129
943,male,group E,master's degree,free/reduced,none,74,57,56,187
944,male,group C,some college,free/reduced,none,45,50,46,141
945,female,group C,master's degree,standard,completed,53,61,65,179
946,female,group D,high school,free/reduced,none,28,38,38,104
947,male,group C,some college,standard,none,69,53,51,173
948,female,group C,master's degree,standard,none,60,73,75,208
949,female,group B,some college,free/reduced,none,49,57,55,161
950,female,group C,some college,standard,none,48,66,66,180
951,female,group C,some high school,standard,completed,50,52,53,155
952,female,group C,high school,free/reduced,completed,60,70,72,202
953,male,group B,associate's degree,standard,completed,69,62,68,199
954,male,group C,associate's degree,free/reduced,none,57,55,53,165
955,male,group D,some high school,standard,none,60,55,50,165
956,female,group D,high school,standard,none,63,71,75,209
957,male,group D,some college,standard,none,84,73,77,234
958,female,group C,high school,standard,none,64,62,59,185
959,female,group D,some high school,standard,none,80,94,90,264
960,male,group E,some high school,standard,none,66,68,61,195
961,female,group C,bachelor's degree,standard,completed,71,78,82,231
962,male,group E,associate's degree,free/reduced,completed,83,78,73,234
963,male,group D,some high school,standard,completed,78,79,80,237
964,male,group C,master's degree,free/reduced,none,65,68,61,194
965,female,group C,some college,free/reduced,none,39,48,43,130
966,female,group D,high school,standard,none,63,65,69,197
967,female,group B,bachelor's degree,standard,none,59,54,57,170
968,female,group B,high school,free/reduced,none,40,51,46,137
969,female,group B,some high school,free/reduced,none,46,66,60,172
970,male,group C,high school,standard,completed,76,77,78,231
971,male,group A,associate's degree,standard,none,88,87,87,262
972,male,group C,bachelor's degree,free/reduced,none,60,49,47,156
973,female,group C,associate's degree,standard,none,56,71,69,196
974,male,group B,master's degree,free/reduced,none,57,58,48,163
975,female,group B,high school,standard,completed,91,96,99,286
976,male,group B,some college,standard,none,80,68,67,215
977,male,group C,master's degree,free/reduced,none,49,44,46,139
978,male,group D,some college,standard,completed,71,62,69,202
979,male,group A,some college,free/reduced,completed,81,85,80,246
980,male,group B,some college,standard,none,87,76,80,243
981,female,group E,some college,standard,none,75,87,80,242
982,female,group D,associate's degree,free/reduced,completed,63,72,71,206
983,female,group B,some high school,standard,none,61,56,61,178
984,female,group C,some high school,standard,none,68,79,76,223
985,male,group C,associate's degree,free/reduced,none,64,60,58,182
986,female,group D,high school,free/reduced,none,73,81,80,234
987,female,group D,associate's degree,free/reduced,none,45,51,50,146
988,female,group B,high school,standard,none,67,59,63,189
989,female,group B,some college,standard,completed,54,62,64,180
990,male,group D,master's degree,standard,none,67,57,64,188
991,female,group C,some college,free/reduced,completed,51,54,58,163
992,male,group B,associate's degree,free/reduced,completed,67,81,75,223
993,male,group D,some college,free/reduced,completed,39,40,41,120
994,female,group B,some college,standard,completed,70,79,79,228
995,male,group E,high school,free/reduced,none,65,59,59,183
996,male,group C,high school,free/reduced,none,72,62,59,193
997,female,group D,high school,standard,none,67,76,78,221
998,female,group D,associate's degree,standard,none,75,76,87,238
999,male,group C,high school,standard,none,77,73,68,218
0,male,group D,some high school,standard,none,70,73,67,210
1,female,group A,some high school,free/reduced,none,45,59,59,163
2,male,group E,associate's degree,standard,none,79,78,74,231
3,male,group E,high school,standard,none,72,60,62,194
4,female,group E,bachelor's degree,free/reduced,none,78,100,92,270
5,male,group B,some college,free/reduced,none,54,55,50,159
6,male,group D,bachelor's degree,free/reduced,completed,49,56,52,157
7,female,group C,bachelor's degree,standard,none,83,86,87,256
8,female,group C,high school,standard,none,38,53,48,139
9,female,group B,some college,standard,completed,57,72,76,205
10,female,group C,high school,standard,none,90,89,85,264
11,female,group B,associate's degree,standard,completed,69,68,73,210
12,female,group B,associate's degree,free/reduced,completed,58,65,66,189
13,male,group A,some high school,standard,none,72,62,59,193
14,male,group E,bachelor's degree,standard,none,92,76,74,242
15,male,group C,some college,free/reduced,completed,67,68,73,208
16,male,group D,high school,standard,none,78,80,75,233
17,male,group C,some high school,standard,none,60,59,55,174
18,female,group A,some college,standard,none,48,44,45,137
19,male,group E,some college,standard,none,66,51,54,171
20,male,group B,some high school,free/reduced,completed,50,41,41,132
21,female,group B,associate's degree,standard,none,64,64,69,197
22,male,group E,some college,standard,none,82,71,66,219
23,female,group D,some high school,standard,none,50,58,57,165
24,male,group C,bachelor's degree,standard,none,56,62,57,175
25,female,group D,bachelor's degree,free/reduced,completed,56,74,82,212
26,male,group D,some college,standard,completed,65,61,66,192
27,male,group C,some college,free/reduced,completed,72,69,72,213
28,female,group D,some high school,standard,completed,52,64,63,179
29,female,group C,some high school,standard,completed,72,78,76,226
30,male,group D,some college,free/reduced,none,56,63,57,176
31,female,group E,some college,standard,completed,63,77,77,217
32,male,group B,associate's degree,standard,none,66,72,65,203
33,female,group C,bachelor's degree,free/reduced,none,68,77,76,221
34,male,group C,some high school,standard,none,69,56,56,181
35,male,group E,associate's degree,standard,none,65,64,62,191
36,male,group E,master's degree,free/reduced,none,70,61,65,196
37,male,group C,some high school,free/reduced,completed,46,43,43,132
38,female,group B,some college,standard,none,65,74,80,219
39,female,group D,high school,standard,completed,86,89,90,265
40,male,group C,high school,standard,none,54,50,41,145
41,male,group D,some high school,free/reduced,none,67,71,66,204
42,female,group B,associate's degree,free/reduced,completed,50,68,71,189
43,female,group D,some college,standard,none,71,80,82,233
44,female,group D,some college,free/reduced,none,72,85,80,237
45,female,group A,some high school,free/reduced,none,58,64,59,181
46,male,group D,some college,free/reduced,completed,63,71,66,200
47,male,group C,associate's degree,standard,none,56,58,52,166
48,male,group A,some college,standard,none,70,73,67,210
49,male,group C,some high school,free/reduced,completed,48,64,56,168
50,male,group D,bachelor's degree,standard,none,75,66,65,206
51,female,group B,high school,free/reduced,none,56,67,63,186
52,female,group B,associate's degree,standard,none,78,86,84,248
53,female,group B,master's degree,free/reduced,none,59,77,75,211
54,male,group E,master's degree,free/reduced,none,96,86,87,269
56,female,group E,bachelor's degree,standard,none,91,90,92,273
57,male,group C,some high school,standard,completed,78,72,73,223
58,male,group C,some high school,standard,none,40,40,40,120
60,female,group C,some college,standard,completed,60,71,73,204
61,male,group D,high school,standard,completed,63,62,60,185
62,female,group D,some college,standard,none,80,92,89,261
63,male,group D,some high school,free/reduced,none,56,60,58,174
64,female,group A,high school,standard,none,38,52,49,139
65,female,group C,some high school,standard,none,44,43,45,132
66,female,group D,high school,standard,none,86,95,95,276
67,female,group D,high school,free/reduced,completed,26,31,42,99
68,male,group E,some high school,free/reduced,none,83,85,73,241
69,female,group D,associate's degree,standard,completed,77,89,94,260
70,male,group B,some high school,free/reduced,completed,41,50,43,134
71,female,group C,master's degree,free/reduced,none,58,62,65,185
72,female,group C,high school,standard,completed,70,86,89,245
73,female,group E,master's degree,free/reduced,completed,86,83,91,260
74,female,group B,high school,standard,none,70,75,73,218
75,female,group B,high school,standard,none,46,63,58,167
76,female,group B,some college,standard,completed,59,62,66,187
77,male,group C,some high school,free/reduced,completed,71,75,73,219
78,female,group D,associate's degree,standard,completed,80,89,87,256
79,male,group C,some high school,free/reduced,none,47,46,42,135
80,female,group C,high school,standard,none,60,65,61,186
81,male,group B,associate's degree,standard,none,81,80,82,243
82,male,group B,some high school,standard,none,73,62,57,192
83,male,group E,high school,free/reduced,none,75,68,58,201
84,female,group C,some high school,standard,none,53,69,61,183
85,female,group C,some high school,standard,none,77,80,82,239
86,male,group B,associate's degree,standard,none,69,63,65,197
87,female,group D,some college,standard,completed,55,68,67,190
88,female,group A,associate's degree,standard,none,70,83,81,234
89,male,group C,high school,standard,completed,92,84,77,253
90,male,group B,some high school,standard,none,72,64,57,193
91,female,group E,some high school,standard,none,69,69,61,199
92,male,group D,master's degree,standard,none,83,67,65,215
93,female,group C,high school,standard,none,44,56,54,154
94,male,group B,some college,standard,completed,76,72,72,220
95,male,group E,bachelor's degree,standard,none,88,83,80,251
96,female,group D,associate's degree,standard,none,67,67,67,201
97,male,group C,some high school,standard,completed,77,77,67,221
98,female,group C,high school,free/reduced,none,55,71,70,196
99,female,group E,associate's degree,standard,none,62,58,62,182
100,male,group D,some college,standard,none,74,74,71,219
101,female,group C,bachelor's degree,standard,none,80,84,82,246
102,female,group C,some college,standard,completed,85,100,99,284
103,female,group C,high school,free/reduced,none,53,73,68,194
104,female,group E,some college,free/reduced,completed,77,73,81,231
105,male,group C,associate's degree,standard,none,77,64,65,206
106,female,group B,bachelor's degree,standard,none,56,75,70,201
107,female,group E,some high school,free/reduced,completed,40,59,52,151
108,male,group B,associate's degree,standard,completed,66,59,54,179
109,female,group C,associate's degree,free/reduced,none,71,81,79,231
110,female,group C,some high school,free/reduced,none,53,63,61,177
111,male,group C,some college,standard,none,62,58,62,182
112,female,group D,some college,free/reduced,none,56,64,68,188
113,female,group B,some high school,free/reduced,none,44,49,47,140
114,male,group D,some college,standard,none,88,82,82,252
115,female,group D,master's degree,standard,none,70,66,76,212
116,male,group C,some college,standard,none,66,61,58,185
117,female,group D,some high school,standard,none,61,61,70,192
118,male,group D,bachelor's degree,free/reduced,none,52,61,61,174
119,male,group E,associate's degree,free/reduced,completed,86,82,87,255
120,female,group D,bachelor's degree,standard,none,74,90,90,254
121,male,group E,some college,standard,completed,74,67,75,216
122,male,group D,some college,free/reduced,none,80,75,78,233
123,male,group A,associate's degree,free/reduced,none,28,29,26,83
124,female,group B,some college,free/reduced,completed,48,58,61,167
125,male,group C,master's degree,free/reduced,completed,65,57,58,180
126,male,group E,some college,free/reduced,none,61,57,50,168
127,male,group C,some high school,free/reduced,none,80,70,67,217
128,male,group D,bachelor's degree,free/reduced,completed,57,60,59,176
129,female,group D,associate's degree,free/reduced,none,50,71,70,191
130,female,group E,high school,standard,none,62,62,62,186
131,female,group C,bachelor's degree,standard,completed,73,82,86,241
132,male,group D,associate's degree,standard,none,68,66,69,203
133,male,group C,some high school,free/reduced,none,68,69,56,193
134,female,group B,some high school,free/reduced,none,57,70,62,189
135,male,group C,bachelor's degree,free/reduced,none,34,31,31,96
136,male,group D,associate's degree,free/reduced,none,73,57,63,193
137,female,group B,some college,standard,completed,82,84,93,259
138,male,group E,some high school,standard,none,76,74,67,217
139,male,group E,some college,standard,none,71,64,62,197
140,male,group D,some college,standard,none,86,88,89,263
141,female,group C,bachelor's degree,standard,none,42,45,47,134
142,male,group C,some college,standard,completed,77,88,90,255
143,male,group E,some high school,standard,none,72,64,54,190
144,female,group A,associate's degree,standard,none,57,74,68,199
145,female,group D,some high school,standard,none,83,89,87,259
146,female,group C,some high school,standard,completed,68,71,70,209
147,male,group D,associate's degree,standard,none,70,64,61,195
148,female,group B,high school,standard,completed,66,84,87,237
150,female,group E,high school,free/reduced,none,67,69,68,204
151,female,group C,master's degree,free/reduced,none,50,50,55,155
152,female,group C,high school,standard,none,59,58,60,177
153,male,group E,some college,standard,completed,84,78,69,231
154,male,group E,some high school,standard,none,72,70,68,210
155,male,group B,master's degree,free/reduced,none,63,77,64,204
156,male,group D,some high school,free/reduced,completed,61,71,75,207
157,male,group B,some college,free/reduced,none,55,60,53,168
158,male,group D,associate's degree,standard,completed,65,60,58,183
159,male,group E,some high school,standard,none,94,79,77,250
160,male,group C,some college,standard,none,82,79,70,231
161,female,group C,some college,standard,completed,82,85,88,255
162,male,group A,bachelor's degree,standard,none,68,72,66,206
164,female,group B,associate's degree,standard,none,57,78,73,208
165,male,group D,some high school,standard,completed,78,71,80,229
166,male,group A,high school,standard,completed,58,62,59,179
167,male,group E,high school,standard,none,74,68,66,208
168,male,group D,some college,standard,none,53,51,51,155
169,female,group C,some high school,standard,completed,74,86,90,250
170,female,group C,some college,standard,none,65,65,71,201
171,female,group C,master's degree,standard,none,45,58,60,163
172,male,group B,associate's degree,standard,none,67,62,57,186
173,male,group D,associate's degree,standard,completed,99,100,100,299
174,female,group E,master's degree,standard,completed,83,86,94,263
175,female,group C,associate's degree,standard,none,87,100,100,287
176,male,group B,bachelor's degree,free/reduced,completed,73,68,69,210
177,female,group E,some high school,standard,none,64,69,66,199
178,male,group C,associate's degree,free/reduced,completed,87,89,85,261
179,male,group D,high school,standard,none,84,73,74,231
180,female,group C,some high school,standard,none,48,53,55,156
181,male,group C,some high school,standard,none,76,67,69,212
182,female,group E,master's degree,standard,none,87,91,88,266
183,male,group C,some high school,standard,completed,83,78,71,232
184,male,group B,some college,standard,none,45,40,39,124
185,female,group D,associate's degree,standard,none,50,55,62,167
186,male,group D,master's degree,standard,completed,80,83,80,243
187,female,group C,high school,free/reduced,none,64,58,62,184
188,male,group E,bachelor's degree,standard,completed,100,80,80,260
189,male,group C,high school,free/reduced,none,42,49,43,134
190,male,group B,associate's degree,free/reduced,none,63,54,51,168
191,male,group C,high school,standard,completed,94,91,89,274
192,female,group B,some college,free/reduced,none,22,40,35,97
193,female,group C,high school,standard,none,86,93,94,273
194,male,group C,some high school,standard,none,89,83,73,245
195,female,group B,some high school,standard,none,69,76,71,216
196,female,group E,some high school,standard,completed,87,76,86,249
197,female,group D,some college,standard,none,83,91,92,266
198,male,group D,some high school,free/reduced,none,44,43,37,124
199,male,group D,high school,standard,none,84,75,76,235
200,female,group C,some college,free/reduced,none,60,76,72,208
201,male,group D,associate's degree,standard,none,92,88,88,268
202,female,group D,associate's degree,free/reduced,none,70,69,74,213
203,female,group C,some high school,free/reduced,none,45,73,67,185
